date,product,state,country,type,route,tons,usd
1999-07-01,soybeans,RS,China,Export,Sea,10000,1678200
1999-07-01,soybeans,RS,France,Export,Sea,2975.75,562119
1999-07-01,soybeans,RS,Greece,Export,Sea,11000,1814020
1999-07-01,soybeans,RS,Iran,Export,Sea,5000,880000
1999-07-01,soybeans,RS,Netherlands,Export,Sea,524.25,90581
1999-07-01,soybeans,RS,Spain,Export,Sea,30846.133,5369780
1999-07-01,soybeans,SC,Norway,Export,Sea,7990.39,1509624
1999-07-01,soybeans,SP,France,Export,Sea,4000,681218
1999-07-01,soybeans,SP,Japan,Export,Sea,1624.876,277854
1999-07-01,soybeans,SP,Netherlands,Export,Sea,11000,1745070
1999-07-01,soybeans,SP,Netherlands,Export,Sea,55076.824,10111425
1999-07-01,soybeans,SP,South Korea,Export,Sea,8875.794,1408944
1999-07-01,soybeans,SP,Spain,Export,Sea,5000,804721
1999-07-01,soybeans,SP,United Kingdom,Export,Sea,29315.823,5120837
1999-07-01,soybeans,TO,China,Export,Sea,10000,1863000
1999-07-01,sugar,GO,Djibouti,Export,Sea,3000,544200
1999-07-01,sugar,GO,Somalia,Export,Sea,1200,217680
1999-07-01,sugar,MS,Bolivia,Export,Ground,3.123,1200
1999-07-01,sugar,MS,Paraguay,Export,Ground,592.05,91793
1999-07-01,sugar,MS,Paraguay,Export,Other,0.2,204
1999-07-01,sugar,MT,Bolivia,Export,Ground,19,4401
1999-07-01,sugar,MT,Bolivia,Export,Other,13.26,2298
1999-07-01,sugar,MT,Bolivia,Export,Other,3160.19,539420
1999-07-01,sugar,PE,Iran,Export,Sea,14000,2557810
1999-07-01,sugar,PE,Libya,Export,Sea,14700,3092600
1999-07-01,sugar,PE,Sierra Leone,Export,Sea,3000,9e+05
1999-07-01,sugar,PR,Ghana,Export,Sea,2000,304000
1999-07-01,sugar,PR,Ghana,Export,Sea,3500,568200
1999-07-01,sugar,PR,Jordan,Export,Sea,7000,1144500
1999-07-01,sugar,PR,Nigeria,Export,Sea,12430,1953000
1999-07-01,sugar,PR,Paraguay,Export,Ground,4.998,4734
1999-07-01,sugar,PR,Paraguay,Export,Other,0.1,137
1999-07-01,sugar,PR,Somalia,Export,Sea,80,12080
1999-07-01,sugar,RJ,Germany,Import,Air,0.001,46
1999-07-01,sugar,RJ,Mali,Export,Sea,8000,1288000
1999-07-01,sugar,RJ,Sri Lanka,Export,Sea,3000,429000
1999-07-01,sugar,SC,Chile,Export,Sea,3769.5,776965
1999-07-01,sugar,SC,Ecuador,Export,Sea,107.5,22683
1999-07-01,sugar,SC,Greece,Export,Sea,946,199607
1999-07-01,sugar,SC,Iran,Export,Sea,14000,2954000
1999-07-01,sugar,SC,Paraguay,Export,Other,0.002,5
1999-07-01,sugar,SC,Paraguay,Export,Other,0.009,10
1999-07-01,sugar,SC,Uruguay,Export,Ground,0.21,436
1999-07-01,sugar,SP,Algeria,Export,Sea,4500,720000
1999-07-01,sugar,SP,Algeria,Export,Sea,14000,2639000
1999-07-01,sugar,SP,Angola,Export,Sea,14989,2341707
1999-07-01,sugar,SP,Argentina,Export,Ground,100,21800
1999-07-01,sugar,SP,Argentina,Export,Sea,110,19030
1999-07-01,sugar,SP,Bangladesh,Export,Sea,13750,2022625
1999-07-01,sugar,SP,Cameroon,Export,Sea,8000,1188000
1999-07-01,sugar,SP,Canada,Export,Sea,1956.54,378920
1999-07-01,sugar,SP,Chile,Export,Ground,240,50280
1999-07-01,sugar,SP,Chile,Export,Sea,428,84696
1999-07-01,sugar,SP,Cyprus,Export,Sea,129,24188
1999-07-01,sugar,SP,Djibouti,Export,Sea,7000,1190000
1999-07-01,sugar,SP,Egypt,Export,Sea,12770,2378307
1999-07-01,sugar,SP,Ethiopia,Export,Sea,14000,2282000
1999-07-01,sugar,SP,Gambia,Export,Sea,4000,560000
1999-07-01,sugar,SP,Ghana,Export,Sea,5000,985500
1999-07-01,sugar,SP,Ghana,Export,Sea,15000,2786810
1999-07-01,sugar,SP,Greece,Export,Sea,43,8170
1999-07-01,sugar,SP,India,Export,Sea,4820,759150
1999-07-01,sugar,SP,India,Export,Sea,51000,8685600
1999-07-01,sugar,SP,Iraq,Export,Sea,26250,6050625
1999-07-01,sugar,SP,Jamaica,Export,Sea,41.6,11072
1999-07-01,sugar,SP,Japan,Export,Sea,20,11000
1999-07-01,sugar,SP,Jordan,Export,Sea,300,49050
1999-07-01,sugar,SP,Morocco,Export,Sea,6500,988000
1999-07-01,sugar,SP,Netherlands Antilles,Export,Sea,500,85500
1999-07-01,sugar,SP,Netherlands Antilles,Export,Sea,529,85169
1999-07-01,sugar,SP,Nigeria,Export,Sea,14020,2179649
1999-07-01,sugar,SP,Nigeria,Export,Sea,52000,8603720
1999-07-01,sugar,SP,Sri Lanka,Export,Sea,14000,2128000
1999-07-01,sugar,SP,Sri Lanka,Export,Sea,14000,2192750
1999-07-01,sugar,SP,Switzerland,Export,Sea,81.5,35045
1999-07-01,sugar,SP,Syria,Export,Sea,17000,2647050
1999-07-01,sugar,SP,United Arab Emirates,Export,Sea,6505,988760
1999-07-01,sugar,SP,United States,Export,Sea,708,243076
1999-07-01,sugar,SP,United States,Import,Air,0.002,85
1999-07-01,sugar,SP,Uruguay,Export,Ground,200,36000
1999-07-01,sugar,SP,Uzbekistan,Export,Sea,21000,3595615
1999-07-01,sugar,SP,Yemen,Export,Sea,6700,1095450
1999-07-01,sugar,SP,Yemen,Export,Sea,14000,2198000
1999-08-01,corn,BA,Argentina,Import,Sea,87.93,24499
1999-08-01,corn,CE,Argentina,Import,Ground,81,21870
1999-08-01,corn,CE,Argentina,Import,Sea,10953.701,1071261
1999-08-01,corn,ES,Argentina,Import,Ground,189,51840
1999-08-01,corn,GO,Argentina,Import,Ground,27,7695
1999-08-01,corn,GO,Paraguay,Export,Ground,2.13,3672
1999-08-01,corn,GO,Paraguay,Export,Ground,6.514,12811
1999-08-01,corn,MG,Bolivia,Export,Ground,2.04,16320
1999-08-01,corn,MG,Paraguay,Export,Ground,11.342,30339
1999-08-01,corn,MG,Paraguay,Export,Ground,112.083,255657
1999-08-01,corn,MG,Peru,Export,Sea,38.982,84504
1999-08-01,corn,MT,Bolivia,Export,Other,0.06,52
1999-08-01,corn,MT,Paraguay,Export,Ground,14,15260
1999-08-01,corn,PA,Argentina,Import,Ground,108,23987
1999-08-01,corn,PA,Argentina,Import,Sea,22,5050
1999-08-01,corn,PB,Argentina,Import,Sea,600,55800
1999-08-01,corn,PB,Argentina,Import,Sea,800,77400
1999-08-01,corn,PE,Argentina,Import,Sea,64.5,19980
1999-08-01,corn,PE,Argentina,Import,Sea,5120,476160
1999-08-01,corn,PE,Argentina,Import,Sea,5344.18,522205
1999-08-01,corn,PR,Argentina,Import,Ground,939.57,290387
1999-08-01,corn,PR,Bolivia,Export,Ground,0.06,41
1999-08-01,corn,PR,Bolivia,Export,Ground,28.43,48789
1999-08-01,corn,PR,Panama,Export,Sea,13.794,26730
1999-08-01,corn,PR,Paraguay,Export,Ground,332.96,776518
1999-08-01,corn,PR,Paraguay,Export,Other,4.46,2948
1999-08-01,corn,PR,Paraguay,Import,Ground,500,44000
1999-08-01,corn,RN,Argentina,Import,Sea,1780,165540
1999-08-01,corn,RO,Bolivia,Export,Other,1.1,210
1999-08-01,corn,RS,Argentina,Import,Ground,27,5760
1999-08-01,corn,RS,Bolivia,Export,Other,0.075,110
1999-08-01,corn,RS,Paraguay,Export,Ground,8.634,16302
1999-08-01,corn,RS,Paraguay,Export,Ground,18.059,39542
1999-08-01,corn,RS,Uruguay,Export,Ground,61.717,90052
1999-08-01,corn,SC,Argentina,Export,Ground,189.14,275000
1999-08-01,corn,SP,Argentina,Import,Ground,634.58,107052
1999-08-01,corn,SP,Paraguay,Export,Ground,87.932,107453
1999-08-01,corn,SP,Paraguay,Import,Ground,483.56,33849
1999-08-01,corn,SP,Paraguay,Import,Ground,500,36500
1999-08-01,soybean_meal,BA,Croatia,Export,Sea,11000,1538515
1999-08-01,soybean_meal,BA,Hungary,Export,Sea,10000,1393400
1999-08-01,soybean_meal,GO,Netherlands,Export,Sea,901.374,130501
1999-08-01,soybean_meal,GO,Netherlands,Export,Sea,16351.7,2214424
1999-08-01,soybean_meal,GO,Netherlands,Export,Sea,21509.64,3032602
1999-08-01,soybean_meal,MG,Netherlands,Export,Sea,3490.36,478928
1999-08-01,soybean_meal,MS,Uruguay,Export,River,3755.904,452511
1999-08-01,soybean_meal,MT,France,Export,Sea,4197.189,554029
1999-08-01,soybean_meal,MT,France,Export,Sea,20000,2712900
1999-08-01,soybean_meal,MT,Italy,Export,Sea,2000,268960
1999-08-01,soybean_meal,MT,Japan,Export,Sea,3555,407545
1999-08-01,soybean_meal,MT,Netherlands,Export,Sea,2085.415,277822
1999-08-01,soybean_meal,MT,Netherlands,Export,Sea,62947.2,8575135
1999-08-01,soybean_meal,MT,Spain,Export,Sea,10000,1338600
1999-08-01,soybean_meal,MT,Uruguay,Export,River,707.684,81334
1999-08-01,soybean_meal,PR,Canada,Export,Sea,4887.204,659773
1999-08-01,soybean_meal,PR,France,Export,Sea,63120.251,8257327
1999-08-01,soybean_meal,PR,Germany,Export,Sea,7695.528,1052798
1999-08-01,soybean_meal,PR,Hungary,Export,Sea,5961.955,786978
1999-08-01,soybean_meal,PR,Ireland,Export,Sea,10300.588,1565280
1999-08-01,soybean_meal,PR,Italy,Export,Sea,16440.645,2431408
1999-08-01,soybean_meal,PR,Japan,Export,Sea,21000,2840409
1999-08-01,soybean_meal,PR,Japan,Export,Sea,31758.105,4448323
1999-08-01,soybean_meal,PR,Netherlands,Export,Sea,54450.12,7328879
1999-08-01,soybean_meal,PR,North Korea,Export,Sea,9316.178,1261724
1999-08-01,soybean_meal,PR,Saudi Arabia,Export,Sea,2380,449820
1999-08-01,soybean_meal,PR,South Korea,Export,Sea,720,95040
1999-08-01,soybean_meal,PR,Spain,Export,Sea,28223.241,3618590
1999-08-01,soybean_meal,PR,Thailand,Export,Sea,31130,4416169
1999-08-01,soybean_meal,PR,United Kingdom,Export,Sea,30923,4642161
1999-08-01,soybean_meal,PR,United Kingdom,Export,Sea,45069.674,6525722
1999-08-01,soybean_meal,PR,Venezuela,Export,Sea,26000,3822000
1999-08-01,soybean_meal,RS,Argentina,Import,Sea,103.226,15587
1999-08-01,soybean_meal,RS,China,Export,Sea,36800,5491755
1999-08-01,soybean_meal,RS,Hungary,Export,Sea,11500,1666695
1999-08-01,soybean_meal,RS,Indonesia,Export,Sea,15150,2011682
1999-08-01,soybean_meal,RS,Malaysia,Export,Sea,8078.858,1141246
1999-08-01,soybean_meal,RS,Netherlands,Export,Sea,9454.628,1210192
1999-08-01,soybean_meal,RS,Spain,Export,Sea,94584.596,12477629
1999-08-01,soybean_meal,RS,United Kingdom,Export,Sea,1.5,587
1999-08-01,soybean_meal,RS,Uruguay,Export,Ground,105,15750
1999-08-01,soybean_meal,SC,Germany,Export,Sea,22079.472,3e+06
1999-08-01,soybean_meal,SC,Paraguay,Import,Ground,5500,666120
1999-08-01,soybean_meal,SC,Thailand,Export,Sea,12870,1873992
1999-08-01,soybean_meal,SP,Belgium,Export,Sea,15219.23,2151999
1999-08-01,soybean_meal,SP,Netherlands,Export,Sea,3675,474810
1999-08-01,soybean_meal,SP,Netherlands,Export,Sea,9120,1295040
1999-08-01,soybean_oil,AM,China,Export,Sea,679,266168
1999-08-01,soybean_oil,AM,Malaysia,Export,Sea,3321,1247832
1999-08-01,soybean_oil,MG,Bolivia,Export,Other,25.83,16670
1999-08-01,soybean_oil,MS,Bolivia,Export,Ground,15.742,10498
1999-08-01,soybean_oil,MS,Bolivia,Export,Other,43.879,27910
1999-08-01,soybean_oil,MS,Bolivia,Export,Other,51.66,29290
1999-08-01,soybean_oil,MS,China,Export,Sea,1000,356050
1999-08-01,soybean_oil,MT,Bolivia,Export,Other,4.17,2135
1999-08-01,soybean_oil,MT,China,Export,Sea,5000,1830500
1999-08-01,soybean_oil,MT,Hong Kong,Export,Sea,500,174000
1999-08-01,soybean_oil,MT,India,Export,Sea,200,91624
1999-08-01,soybean_oil,MT,Malaysia,Export,Sea,2000,716304
1999-08-01,soybean_oil,MT,South Korea,Export,Sea,1500,558396
1999-08-01,soybean_oil,PE,Argentina,Import,Sea,114.71,64315
1999-08-01,soybean_oil,PE,Argentina,Import,Sea,7200,2642220
1999-08-01,soybean_oil,PE,Italy,Import,Air,0.2,283
1999-08-01,soybean_oil,PR,Argentina,Import,Sea,4962.629,3074597
1999-08-01,soybean_oil,PR,China,Export,Sea,500,216000
1999-08-01,soybean_oil,PR,China,Export,Sea,4500,2180000
1999-08-01,soybean_oil,PR,China,Export,Sea,28284.928,10767213
1999-08-01,soybean_oil,PR,India,Export,Sea,3000,1296000
1999-08-01,soybean_oil,PR,India,Export,Sea,6500,2688620
1999-08-01,soybean_oil,PR,Iran,Export,Sea,2000,706380
1999-08-01,soybean_oil,PR,Iran,Export,Sea,15000,6338650
1999-08-01,soybean_oil,PR,Lebanon,Export,Sea,4000,1594720
1999-08-01,soybean_oil,PR,Malaysia,Export,Sea,11100.349,4598721
1999-08-01,soybean_oil,PR,Netherlands,Export,Sea,970.454,358000
1999-08-01,soybean_oil,PR,Paraguay,Export,Ground,116.06,71764
1999-08-01,soybean_oil,PR,Paraguay,Export,Other,65.039,43153
1999-08-01,soybean_oil,PR,Paraguay,Export,Other,159.817,130435
1999-08-01,soybean_oil,PR,Paraguay,Export,Other,499.763,230267
1999-08-01,soybean_oil,PR,Paraguay,Import,Ground,999.19,362806
1999-08-01,soybean_oil,PR,Paraguay,Import,Ground,1700,634090
1999-08-01,soybean_oil,PR,Qatar,Export,Sea,20.866,12516
1999-08-01,soybean_oil,PR,South Korea,Export,Sea,3321,1229532
1999-08-01,soybean_oil,PR,Tunisia,Export,Sea,6160,2206004
1999-08-01,soybean_oil,RJ,Portugal,Import,Sea,18.32,33000
1999-08-01,soybean_oil,RS,Bangladesh,Export,Sea,727.827,241215
1999-08-01,soybean_oil,RS,Iran,Export,Sea,51710,22041583
1999-08-01,soybean_oil,RS,Netherlands,Export,Sea,5000,1790000
1999-08-01,soybean_oil,RS,Uruguay,Export,Ground,13,6045
1999-08-01,soybean_oil,SC,Angola,Export,Sea,31.616,26715
1999-08-01,soybean_oil,SC,Iran,Export,Sea,2000,814060
1999-08-01,soybean_oil,SP,Angola,Export,Sea,31.616,19557
1999-08-01,soybean_oil,SP,Cuba,Export,Sea,315.029,208107
1999-08-01,soybean_oil,SP,Paraguay,Export,Ground,23.645,12729
1999-08-01,soybean_oil,SP,Paraguay,Export,Ground,24.84,29311
1999-08-01,soybean_oil,SP,Paraguay,Import,Ground,2133,774716
1999-08-01,soybean_oil,SP,Peru,Export,Sea,31.616,21304
1999-08-01,soybeans,GO,Cuba,Export,Sea,631.5,228587
1999-08-01,soybeans,GO,Germany,Export,Sea,5433.495,1197112
1999-08-01,soybeans,GO,Netherlands,Export,Sea,29393.964,5114866
1999-08-01,soybeans,GO,United Kingdom,Export,Sea,14585.75,2427944
1999-08-01,soybeans,MA,China,Export,Sea,35482.424,6115812
1999-08-01,soybeans,MG,Netherlands,Export,Sea,18670,3277514
1999-08-01,soybeans,MS,Italy,Export,Sea,2000,353030
1999-08-01,soybeans,MS,United Kingdom,Export,Sea,12000,2006280
1999-08-01,soybeans,MT,Bolivia,Export,River,10072.968,1114400
1999-08-01,soybeans,MT,Germany,Export,Sea,3940,669899
1999-08-01,soybeans,MT,Italy,Export,Sea,4000,679050
1999-08-01,soybeans,MT,Netherlands,Export,Sea,27115.903,4739190
1999-08-01,soybeans,MT,Netherlands,Export,Sea,32875.29,5799796
1999-08-01,soybeans,MT,Netherlands,Export,Sea,80733.996,14216611
1999-08-01,soybeans,MT,Spain,Export,Sea,93.469,15902
1999-08-01,soybeans,MT,Spain,Export,Sea,10029.026,1745050
1999-08-01,soybeans,MT,Venezuela,Export,Ground,16,6720
1999-08-01,soybeans,PR,Belgium,Export,Sea,5000,906650
1999-08-01,soybeans,PR,Bolivia,Export,River,221.87,23986
1999-08-01,soybeans,PR,Cuba,Export,Sea,200,69200
1999-08-01,soybeans,PR,France,Export,Sea,3500,592900
1999-08-01,soybeans,PR,Germany,Export,Sea,5000,937890
1999-08-01,soybeans,PR,Germany,Export,Sea,36559.28,6537076
1999-08-01,soybeans,PR,Italy,Export,Sea,47228.69,8243986
1999-08-01,soybeans,PR,Japan,Export,Air,0.36,238
1999-08-01,soybeans,PR,Japan,Export,Sea,242.1,92341
1999-08-01,soybeans,PR,Netherlands,Export,Sea,50139.073,8941306
1999-08-01,soybeans,PR,Norway,Export,Sea,1924.242,317500
1999-08-01,soybeans,PR,Norway,Export,Sea,29000,5387736
1999-08-01,soybeans,PR,Paraguay,Import,Ground,3000,411750
1999-08-01,soybeans,PR,Paraguay,Import,Ground,26000,3623590
1999-08-01,soybeans,PR,Paraguay,Import,Ground,39471.2,5573489
1999-08-01,soybeans,PR,Spain,Export,Sea,54954.027,9706732
1999-08-01,soybeans,RS,Italy,Export,Sea,15000,2452200
1999-08-01,soybeans,RS,Netherlands,Export,Sea,53346.117,9004969
1999-08-01,soybeans,RS,Spain,Export,Sea,44561.415,7385556
1999-08-01,soybeans,SP,Germany,Export,Sea,13000,2283320
1999-08-01,soybeans,SP,Italy,Export,Sea,2248.578,372230
1999-08-01,soybeans,SP,Netherlands,Export,Sea,51450,8386350
1999-08-01,soybeans,SP,United Kingdom,Export,Sea,20000,3329200
1999-08-01,sugar,MG,Bolivia,Export,Other,3,474
1999-08-01,sugar,MG,Sri Lanka,Export,Sea,7000,1102500
1999-08-01,sugar,MG,Yemen,Export,Sea,13500,2017305
1999-08-01,sugar,MS,Bolivia,Export,Ground,0.64,200
1999-08-01,sugar,MS,Ecuador,Export,Sea,240,41424
1999-08-01,sugar,MS,Ghana,Export,Sea,8000,1432000
1999-08-01,sugar,MS,Iran,Export,Sea,760.75,135794
1999-08-01,sugar,MS,Paraguay,Export,Ground,787.5,124590
1999-08-01,sugar,MS,Somalia,Export,Sea,3500,539020
1999-08-01,sugar,MT,Bolivia,Export,Ground,33,5280
1999-08-01,sugar,MT,Bolivia,Export,Other,4699.45,757067
1999-08-01,sugar,PE,Benin,Export,Sea,2750,568000
1999-08-01,sugar,PR,Algeria,Export,Sea,1000,152000
1999-08-01,sugar,PR,Algeria,Export,Sea,4000,608000
1999-08-01,sugar,PR,Bolivia,Export,Other,22.5,3578
1999-08-01,sugar,PR,Burkina Faso,Export,Sea,100,15630
1999-08-01,sugar,PR,Canada,Export,Sea,150.5,25321
1999-08-01,sugar,PR,Chile,Export,Sea,1464,243118
1999-08-01,sugar,PR,Djibouti,Export,Sea,4000,616000
1999-08-01,sugar,PR,Ghana,Export,Sea,6000,1073400
1999-08-01,sugar,PR,India,Export,Sea,7000,987070
1999-08-01,sugar,PR,Mali,Export,Sea,3000,544200
1999-08-01,sugar,PR,Paraguay,Export,Ground,5.107,4887
1999-08-01,sugar,PR,Paraguay,Export,Other,0.25,333
1999-08-01,sugar,PR,Somalia,Export,Sea,2600,400400
1999-08-01,sugar,RJ,Benin,Export,Sea,3000,539400
1999-08-01,sugar,RJ,Gambia,Export,Sea,7000,1111600
1999-08-01,sugar,RJ,Germany,Import,Air,0.001,14
1999-08-01,sugar,RJ,Sri Lanka,Export,Sea,28000,3944790
1999-08-01,sugar,RJ,Togo,Export,Sea,3000,539400
1999-08-01,sugar,SC,Burkina Faso,Export,Sea,3000,513900
1999-08-01,sugar,SC,Ecuador,Export,Sea,336,70896
1999-08-01,sugar,SC,Italy,Export,Sea,1988.5,388561
1999-08-01,sugar,SC,United Kingdom,Export,Sea,100,21100
1999-08-01,sugar,SC,Uruguay,Export,Ground,0.168,123
1999-08-01,sugar,SP,Algeria,Export,Sea,13000,1962000
1999-08-01,sugar,SP,Algeria,Export,Sea,20500,3207000
1999-08-01,sugar,SP,Argentina,Export,Ground,300,67500
1999-08-01,sugar,SP,Argentina,Import,Ground,4.237,2165
1999-08-01,sugar,SP,Canada,Export,Sea,21.5,3810
1999-08-01,sugar,SP,Canada,Export,Sea,1757,328490
1999-08-01,sugar,SP,Chile,Export,Ground,480,86376
1999-08-01,sugar,SP,Chile,Export,Sea,1159,248691
1999-08-01,sugar,SP,Dominican Republic,Export,Sea,12000,2193240
1999-08-01,sugar,SP,Egypt,Export,Sea,42000,7460466
1999-08-01,sugar,SP,Greece,Export,Sea,43,8940
1999-08-01,sugar,SP,India,Export,Sea,2180,343350
1999-08-01,sugar,SP,India,Export,Sea,68000,11139161
1999-08-01,sugar,SP,Mozambique,Export,Sea,460,77280
1999-08-01,sugar,SP,Nigeria,Export,Sea,7550,1144850
1999-08-01,sugar,SP,Nigeria,Export,Sea,49000,9694154
1999-08-01,sugar,SP,Peru,Export,Sea,6000,906000
1999-08-01,sugar,SP,Somalia,Export,Sea,14000,2135000
1999-08-01,sugar,SP,Somalia,Export,Sea,14800,2343500
1999-08-01,sugar,SP,Sri Lanka,Export,Sea,4605.5,667798
1999-08-01,sugar,SP,Sri Lanka,Export,Sea,12750,1976250
1999-08-01,sugar,SP,Sri Lanka,Export,Sea,14000,2030000
1999-08-01,sugar,SP,Switzerland,Export,Sea,40,17200
1999-08-01,sugar,SP,Syria,Export,Sea,14000,2086000
1999-08-01,sugar,SP,Tanzania,Export,Sea,8000,1384000
1999-08-01,sugar,SP,United States,Export,Sea,1290,524063
1999-08-01,sugar,SP,United States,Import,Air,0.001,21
1999-08-01,sugar,SP,United States,Import,Sea,0.024,372
1999-08-01,sugar,SP,Uruguay,Export,Ground,250,49000
1999-08-01,sugar,SP,Yemen,Export,Sea,14000,2282000
1999-08-01,sugar,SP,Yemen,Export,Sea,28000,4529000
1999-08-01,sugar,SP,Yugoslavia,Export,Sea,6000,918000
1999-09-01,corn,BA,Argentina,Export,Sea,45.11,71341
1999-09-01,corn,CE,Argentina,Import,Ground,80.97,22564
1999-09-01,corn,CE,Argentina,Import,Sea,1849.946,174470
1999-09-01,corn,ES,Argentina,Import,Ground,110,25200
1999-09-01,corn,GO,Paraguay,Export,Ground,24,11573
1999-09-01,corn,MG,Bolivia,Export,Ground,0.98,14700
1999-09-01,corn,MG,Colombia,Export,Air,0.56,954
1999-09-01,corn,MG,Thailand,Export,Air,0.141,28
1999-09-01,corn,PA,Argentina,Import,Ground,295.6,56439
1999-09-01,corn,PB,Argentina,Import,Sea,2025,195919
1999-09-01,corn,PB,Argentina,Import,Sea,21110.518,2021332
1999-09-01,corn,PE,Argentina,Import,Sea,280.59,66299
1999-09-01,corn,PE,Argentina,Import,Sea,312.134,27900
1999-09-01,corn,PE,Argentina,Import,Sea,13150,1303143
1999-09-01,corn,PR,Argentina,Import,Ground,107.29,13653
1999-09-01,corn,PR,Argentina,Import,Ground,1245.86,367605
1999-09-01,corn,PR,Paraguay,Export,Ground,39,31368
1999-09-01,corn,PR,Paraguay,Export,Other,6.31,3916
1999-09-01,corn,RJ,United States,Import,Sea,17.924,33090
1999-09-01,corn,RO,Bolivia,Export,Other,4.75,516
1999-09-01,corn,RS,Argentina,Export,Air,0.08,330
1999-09-01,corn,RS,Argentina,Import,Ground,36.947,195069
1999-09-01,corn,RS,Argentina,Import,Ground,131,32852
1999-09-01,corn,RS,Bolivia,Export,Ground,119.536,104810
1999-09-01,corn,RS,Uruguay,Export,Ground,0.998,2908
1999-09-01,corn,SC,Argentina,Import,Ground,26.6,3192
1999-09-01,corn,SC,Paraguay,Import,Ground,12000,870000
1999-09-01,corn,SP,Argentina,Export,Air,3.52,3349
1999-09-01,corn,SP,Argentina,Import,Ground,483.35,184356
1999-09-01,corn,SP,Netherlands,Export,Sea,0.9,789
1999-09-01,corn,SP,Paraguay,Export,Ground,20,11611
1999-09-01,corn,SP,Paraguay,Import,Ground,2500,176500
1999-09-01,soybean_meal,BA,Croatia,Export,Sea,8902.2,1173303
1999-09-01,soybean_meal,BA,Turkey,Export,Sea,10658.5,1392213
1999-09-01,soybean_meal,GO,Netherlands,Export,Sea,19725.1,2742116
1999-09-01,soybean_meal,GO,United Kingdom,Export,Sea,3470.88,481689
1999-09-01,soybean_meal,MG,Netherlands,Export,Sea,10000,1401100
1999-09-01,soybean_meal,MG,Tanzania,Export,Sea,110,22500
1999-09-01,soybean_meal,MS,Uruguay,Export,River,12065.93,1453703
1999-09-01,soybean_meal,MT,France,Export,Sea,10511.591,1544264
1999-09-01,soybean_meal,MT,France,Export,Sea,20000,2630300
1999-09-01,soybean_meal,MT,Germany,Export,Sea,8659.45,1172490
1999-09-01,soybean_meal,MT,Ireland,Export,Sea,18922.9,3358247
1999-09-01,soybean_meal,MT,Japan,Export,Sea,6929.177,845429
1999-09-01,soybean_meal,MT,Netherlands,Export,Sea,5000,692250
1999-09-01,soybean_meal,MT,Netherlands,Export,Sea,14573,1989215
1999-09-01,soybean_meal,MT,Netherlands,Export,Sea,40493.8,5461207
1999-09-01,soybean_meal,MT,South Korea,Export,Sea,1302.811,173021
1999-09-01,soybean_meal,MT,Spain,Export,Sea,5200,711268
1999-09-01,soybean_meal,MT,United Kingdom,Export,Sea,387.204,56919
1999-09-01,soybean_meal,PR,France,Export,Sea,62809.697,8660862
1999-09-01,soybean_meal,PR,Germany,Export,Sea,8612.796,1089863
1999-09-01,soybean_meal,PR,Indonesia,Export,Sea,21000,3168613
1999-09-01,soybean_meal,PR,Iran,Export,Sea,12851.3,1734926
1999-09-01,soybean_meal,PR,Ireland,Export,Sea,5900,1003000
1999-09-01,soybean_meal,PR,Italy,Export,Sea,21731.066,3056365
1999-09-01,soybean_meal,PR,Japan,Export,Sea,35964.045,5130643
1999-09-01,soybean_meal,PR,Netherlands,Export,Sea,94946.342,13105119
1999-09-01,soybean_meal,PR,North Korea,Export,Sea,241.895,31862
1999-09-01,soybean_meal,PR,Saudi Arabia,Export,Sea,14840,2397254
1999-09-01,soybean_meal,PR,South Korea,Export,Sea,48968.367,6760496
1999-09-01,soybean_meal,PR,Spain,Export,Sea,7500,1041750
1999-09-01,soybean_meal,PR,Thailand,Export,Sea,14250,2159730
1999-09-01,soybean_meal,PR,Thailand,Export,Sea,32976.412,4788913
1999-09-01,soybean_meal,PR,United Kingdom,Export,Sea,20770.901,2853688
1999-09-01,soybean_meal,PR,United States,Export,Sea,26078.891,3457835
1999-09-01,soybean_meal,PR,Yugoslavia,Export,Sea,2000,255740
1999-09-01,soybean_meal,RS,China,Export,Sea,14425.8,2034038
1999-09-01,soybean_meal,RS,Denmark,Export,Sea,40931,5661630
1999-09-01,soybean_meal,RS,Indonesia,Export,Sea,14150,2109859
1999-09-01,soybean_meal,RS,Italy,Export,Sea,33498.254,4907974
1999-09-01,soybean_meal,RS,Japan,Export,Air,4.41,7056
1999-09-01,soybean_meal,RS,Japan,Export,Air,13.23,21168
1999-09-01,soybean_meal,RS,Japan,Export,Sea,27472.5,4095992
1999-09-01,soybean_meal,RS,Malaysia,Export,Sea,3,1416
1999-09-01,soybean_meal,RS,Netherlands,Export,Sea,12148.7,1636838
1999-09-01,soybean_meal,RS,Spain,Export,Sea,17029.934,2466916
1999-09-01,soybean_meal,RS,Uruguay,Export,Ground,105,15986
1999-09-01,soybean_meal,SC,Germany,Export,Sea,21650,3105996
1999-09-01,soybean_meal,SC,Indonesia,Export,Sea,11550,1776582
1999-09-01,soybean_meal,SC,Paraguay,Import,Ground,3500,419860
1999-09-01,soybean_meal,SC,Saudi Arabia,Export,Sea,17250,2593215
1999-09-01,soybean_meal,SC,Thailand,Export,Sea,1500,251145
1999-09-01,soybean_meal,SP,France,Export,Sea,10000,1482000
1999-09-01,soybean_meal,SP,Netherlands,Export,Sea,6979.14,944976
1999-09-01,soybean_meal,SP,Netherlands,Export,Sea,12390.97,1690271
